date,amount,transaction_type,revenue,expenses,flag,reason,severity,flagged,prev_amount,prev_date,time_diff
2025-03-17,528.68,Bill Payment,528.68,0.0,0,Legitimate Transaction,Low,0,678.2,2025-01-19,1368.0
2025-02-15,3656.62,POS Purchase,0.0,3656.62,0,Legitimate Transaction,Low,1,528.68,2025-03-17,-720.0
2025-01-28,3096.35,Bill Payment,0.0,3096.35,0,Legitimate Transaction,Low,0,3656.62,2025-02-15,-432.0
2025-02-25,1057.55,Cash Withdrawal,0.0,1057.55,0,Legitimate Transaction,Low,0,3096.35,2025-01-28,672.0
2025-01-17,50.79,Bill Payment,50.79,0.0,0,Legitimate Transaction,Low,0,1057.55,2025-02-25,-936.0
2025-01-09,2045.55,Transfer,2045.55,0.0,0,Legitimate Transaction,Low,0,50.79,2025-01-17,-192.0
2025-03-09,2645.94,Transfer,2645.94,0.0,1,Location Mismatch,Low,1,2045.55,2025-01-09,1416.0
2025-03-16,456.44,Transfer,456.44,0.0,0,Legitimate Transaction,Low,1,2645.94,2025-03-09,168.0
2025-03-12,3285.97,Transfer,3285.97,0.0,0,Legitimate Transaction,Low,0,456.44,2025-03-16,-96.0
2025-02-27,1047.11,Transfer,0.0,1047.11,0,Legitimate Transaction,Low,0,3285.97,2025-03-12,-312.0
2025-01-19,1347.34,Bill Payment,0.0,1347.34,1,Multiple Transactions,High,1,1047.11,2025-02-27,-936.0
2025-02-12,3951.02,Transfer,0.0,3951.02,0,Legitimate Transaction,Low,0,1347.34,2025-01-19,576.0
2025-03-24,1035.83,Transfer,0.0,1035.83,0,Legitimate Transaction,Low,0,3951.02,2025-02-12,960.0
2025-03-07,3717.21,Transfer,0.0,3717.21,0,Legitimate Transaction,Low,0,1035.83,2025-03-24,-408.0
2025-01-12,3035.05,Cash Withdrawal,3035.05,0.0,0,Legitimate Transaction,Low,1,3717.21,2025-03-07,-1296.0
2025-02-27,3737.34,POS Purchase,0.0,3737.34,0,Legitimate Transaction,Low,0,3035.05,2025-01-12,1104.0
2025-03-13,714.41,Online Purchase,0.0,714.41,0,Legitimate Transaction,Low,0,3737.34,2025-02-27,336.0
2025-02-19,1415.45,Cash Withdrawal,0.0,1415.45,0,Legitimate Transaction,Low,0,714.41,2025-03-13,-528.0
2025-03-22,3496.79,Cash Withdrawal,0.0,3496.79,0,Legitimate Transaction,Low,1,1415.45,2025-02-19,744.0
2025-01-31,3342.58,Cash Withdrawal,0.0,3342.58,0,Legitimate Transaction,Low,0,3496.79,2025-03-22,-1200.0
2025-03-09,3429.85,Cash Withdrawal,3429.85,0.0,0,Legitimate Transaction,Low,1,3342.58,2025-01-31,888.0
2025-02-07,2138.14,Online Purchase,0.0,2138.14,0,Legitimate Transaction,Low,0,3429.85,2025-03-09,-720.0
2025-03-08,409.44,Cash Withdrawal,0.0,409.44,0,Legitimate Transaction,Low,1,2138.14,2025-02-07,696.0
2025-03-08,813.67,Bill Payment,0.0,813.67,1,Location Mismatch,Low,1,409.44,2025-03-08,0.0
2025-03-21,20.62,POS Purchase,20.62,0.0,0,Legitimate Transaction,Low,0,813.67,2025-03-08,312.0
2025-03-30,2231.29,Cash Withdrawal,2231.29,0.0,0,Legitimate Transaction,Low,1,20.62,2025-03-21,216.0
2025-01-09,3503.13,Transfer,3503.13,0.0,0,Legitimate Transaction,Low,0,2231.29,2025-03-30,-1920.0
2025-02-19,3092.98,Bill Payment,0.0,3092.98,0,Legitimate Transaction,Low,0,3503.13,2025-01-09,984.0
2025-03-02,4272.59,Transfer,0.0,4272.59,0,Legitimate Transaction,Low,1,3092.98,2025-02-19,264.0
2025-02-27,4049.49,Cash Withdrawal,0.0,4049.49,0,Legitimate Transaction,Low,0,4272.59,2025-03-02,-72.0
2025-01-22,4697.08,POS Purchase,4697.08,0.0,0,Legitimate Transaction,Low,0,4049.49,2025-02-27,-864.0
2025-03-29,2091.8,POS Purchase,2091.8,0.0,0,Legitimate Transaction,Low,1,4697.08,2025-01-22,1584.0
2025-03-15,4505.09,Online Purchase,0.0,4505.09,0,Legitimate Transaction,Low,1,2091.8,2025-03-29,-336.0
2025-01-12,2283.56,POS Purchase,0.0,2283.56,0,Legitimate Transaction,Low,1,4505.09,2025-03-15,-1488.0
2025-03-25,1597.28,Transfer,0.0,1597.28,0,Legitimate Transaction,Low,0,2283.56,2025-01-12,1728.0
2025-02-24,2833.02,Cash Withdrawal,0.0,2833.02,0,Legitimate Transaction,Low,0,1597.28,2025-03-25,-696.0
2025-02-07,3654.34,Bill Payment,0.0,3654.34,0,Legitimate Transaction,Low,0,2833.02,2025-02-24,-408.0
2025-01-03,1687.46,Online Purchase,0.0,1687.46,0,Legitimate Transaction,Low,0,3654.34,2025-02-07,-840.0
2025-02-05,2201.34,Online Purchase,2201.34,0.0,0,Legitimate Transaction,Low,0,1687.46,2025-01-03,792.0
2025-01-29,3188.35,Transfer,0.0,3188.35,0,Legitimate Transaction,Low,0,2201.34,2025-02-05,-168.0
2025-03-23,3467.08,Cash Withdrawal,0.0,3467.08,0,Legitimate Transaction,Low,1,3188.35,2025-01-29,1272.0
2025-02-08,4766.36,Online Purchase,0.0,4766.36,0,Legitimate Transaction,Low,1,3467.08,2025-03-23,-1032.0
2025-01-05,4189.87,POS Purchase,4189.87,0.0,0,Legitimate Transaction,Low,1,4766.36,2025-02-08,-816.0
2025-01-26,4560.45,POS Purchase,4560.45,0.0,0,Legitimate Transaction,Low,1,4189.87,2025-01-05,504.0
2025-03-21,1554.59,Transfer,1554.59,0.0,0,Legitimate Transaction,Low,0,4560.45,2025-01-26,1296.0
2025-02-23,881.29,Transfer,0.0,881.29,0,Legitimate Transaction,Low,1,1554.59,2025-03-21,-624.0
2025-01-18,1491.08,POS Purchase,0.0,1491.08,0,Legitimate Transaction,Low,1,881.29,2025-02-23,-864.0
2025-02-14,1417.8,Cash Withdrawal,1417.8,0.0,0,Legitimate Transaction,Low,0,1491.08,2025-01-18,648.0
2025-01-01,1069.06,Cash Withdrawal,1069.06,0.0,0,Legitimate Transaction,Low,0,1417.8,2025-02-14,-1056.0
2025-02-09,156.57,Cash Withdrawal,156.57,0.0,1,Card Cloning,Low,1,1069.06,2025-01-01,936.0
2025-01-29,1119.78,Transfer,0.0,1119.78,0,Legitimate Transaction,Low,0,156.57,2025-02-09,-264.0
2025-01-05,163.86,Transfer,0.0,163.86,0,Legitimate Transaction,Low,1,1119.78,2025-01-29,-576.0
2025-01-19,1890.71,Online Purchase,1890.71,0.0,0,Legitimate Transaction,Low,1,163.86,2025-01-05,336.0
2025-01-07,1789.57,POS Purchase,0.0,1789.57,0,Legitimate Transaction,Low,0,1890.71,2025-01-19,-288.0
2025-01-04,4171.4,Cash Withdrawal,4171.4,0.0,0,Legitimate Transaction,Low,1,1789.57,2025-01-07,-72.0
2025-02-03,1872.27,Online Purchase,0.0,1872.27,0,Legitimate Transaction,Low,0,4171.4,2025-01-04,720.0
2025-01-16,1550.54,POS Purchase,1550.54,0.0,1,High-Risk Merchant,High,0,1872.27,2025-02-03,-432.0
2025-01-09,3199.75,Transfer,0.0,3199.75,0,Legitimate Transaction,Low,0,1550.54,2025-01-16,-168.0
2025-01-08,2123.38,Bill Payment,0.0,2123.38,0,Legitimate Transaction,Low,0,3199.75,2025-01-09,-24.0
2025-01-29,1715.97,POS Purchase,1715.97,0.0,0,Legitimate Transaction,Low,0,2123.38,2025-01-08,504.0
2025-03-12,1153.81,Bill Payment,0.0,1153.81,0,Legitimate Transaction,Low,0,1715.97,2025-01-29,1008.0
2025-03-17,2341.5,Transfer,2341.5,0.0,0,Legitimate Transaction,Low,0,1153.81,2025-03-12,120.0
2025-02-21,2930.93,Transfer,2930.93,0.0,1,Multiple Transactions,High,0,2341.5,2025-03-17,-576.0
2025-01-25,3646.91,Online Purchase,3646.91,0.0,0,Legitimate Transaction,Low,1,2930.93,2025-02-21,-648.0
2025-01-05,4003.03,Bill Payment,4003.03,0.0,0,Legitimate Transaction,Low,1,3646.91,2025-01-25,-480.0
2025-03-30,4384.22,Bill Payment,4384.22,0.0,0,Legitimate Transaction,Low,1,4003.03,2025-01-05,2016.0
2025-03-08,4542.22,POS Purchase,0.0,4542.22,0,Legitimate Transaction,Low,1,4384.22,2025-03-30,-528.0
2025-03-18,1488.69,POS Purchase,0.0,1488.69,0,Legitimate Transaction,Low,0,4542.22,2025-03-08,240.0
2025-01-01,4122.36,POS Purchase,4122.36,0.0,0,Legitimate Transaction,Low,0,1488.69,2025-03-18,-1824.0
2025-02-03,2640.37,Bill Payment,0.0,2640.37,0,Legitimate Transaction,Low,0,4122.36,2025-01-01,792.0
2025-03-08,4580.29,Bill Payment,0.0,4580.29,0,Legitimate Transaction,Low,1,2640.37,2025-02-03,792.0
2025-03-15,1628.2,Cash Withdrawal,1628.2,0.0,0,Legitimate Transaction,Low,1,4580.29,2025-03-08,168.0
2025-02-25,3363.23,Online Purchase,0.0,3363.23,0,Legitimate Transaction,Low,0,1628.2,2025-03-15,-432.0
2025-01-09,2990.28,Cash Withdrawal,0.0,2990.28,0,Legitimate Transaction,Low,0,3363.23,2025-02-25,-1128.0
2025-03-20,3837.73,Bill Payment,3837.73,0.0,0,Legitimate Transaction,Low,0,2990.28,2025-01-09,1680.0
2025-03-14,948.75,Transfer,0.0,948.75,0,Legitimate Transaction,Low,0,3837.73,2025-03-20,-144.0
2025-01-18,143.62,POS Purchase,0.0,143.62,0,Legitimate Transaction,Low,1,948.75,2025-03-14,-1320.0
2025-01-20,3773.6,Bill Payment,0.0,3773.6,0,Legitimate Transaction,Low,0,143.62,2025-01-18,48.0
2025-03-07,2961.73,Transfer,0.0,2961.73,0,Legitimate Transaction,Low,0,3773.6,2025-01-20,1104.0
2025-01-25,2159.79,POS Purchase,0.0,2159.79,0,Legitimate Transaction,Low,1,2961.73,2025-03-07,-984.0
2025-03-29,4120.67,Online Purchase,4120.67,0.0,0,Legitimate Transaction,Low,1,2159.79,2025-01-25,1512.0
2025-02-24,4507.32,Online Purchase,0.0,4507.32,0,Legitimate Transaction,Low,0,4120.67,2025-03-29,-792.0
2025-01-27,167.21,POS Purchase,0.0,167.21,0,Legitimate Transaction,Low,0,4507.32,2025-02-24,-672.0
2025-02-21,657.96,Cash Withdrawal,0.0,657.96,0,Legitimate Transaction,Low,0,167.21,2025-01-27,600.0
2025-03-22,645.72,Transfer,645.72,0.0,0,Legitimate Transaction,Low,1,657.96,2025-02-21,696.0
2025-03-27,2042.26,Cash Withdrawal,0.0,2042.26,0,Legitimate Transaction,Low,0,645.72,2025-03-22,120.0
2025-02-26,3671.68,Bill Payment,3671.68,0.0,0,Legitimate Transaction,Low,0,2042.26,2025-03-27,-696.0
2025-03-20,4474.97,Online Purchase,0.0,4474.97,0,Legitimate Transaction,Low,0,3671.68,2025-02-26,528.0
2025-01-02,3815.88,POS Purchase,0.0,3815.88,0,Legitimate Transaction,Low,0,4474.97,2025-03-20,-1848.0
2025-02-09,255.26,Cash Withdrawal,255.26,0.0,0,Legitimate Transaction,Low,1,3815.88,2025-01-02,912.0
2025-02-27,4968.75,POS Purchase,4968.75,0.0,0,Legitimate Transaction,Low,0,255.26,2025-02-09,432.0
2025-03-04,4530.75,POS Purchase,4530.75,0.0,0,Legitimate Transaction,Low,0,4968.75,2025-02-27,120.0
2025-03-15,4797.11,Transfer,4797.11,0.0,0,Legitimate Transaction,Low,1,4530.75,2025-03-04,264.0
2025-01-12,4872.31,POS Purchase,4872.31,0.0,0,Legitimate Transaction,Low,1,4797.11,2025-03-15,-1488.0
2025-01-31,48.72,Transfer,48.72,0.0,0,Legitimate Transaction,Low,0,4872.31,2025-01-12,456.0
2025-03-28,3748.04,Cash Withdrawal,0.0,3748.04,0,Legitimate Transaction,Low,0,48.72,2025-01-31,1344.0
2025-03-06,603.87,Bill Payment,0.0,603.87,0,Legitimate Transaction,Low,0,3748.04,2025-03-28,-528.0
2025-01-27,4505.31,POS Purchase,4505.31,0.0,0,Legitimate Transaction,Low,0,603.87,2025-03-06,-912.0
2025-01-24,330.37,Transfer,0.0,330.37,0,Legitimate Transaction,Low,0,4505.31,2025-01-27,-72.0
2025-02-13,1166.17,Online Purchase,1166.17,0.0,0,Legitimate Transaction,Low,0,330.37,2025-01-24,480.0
2025-01-28,1028.09,Transfer,0.0,1028.09,0,Legitimate Transaction,Low,0,1166.17,2025-02-13,-384.0
2025-01-08,4909.39,Transfer,4909.39,0.0,0,Legitimate Transaction,Low,0,1028.09,2025-01-28,-480.0
2025-02-13,2567.91,POS Purchase,0.0,2567.91,0,Legitimate Transaction,Low,0,4909.39,2025-01-08,864.0
2025-01-22,1462.82,Bill Payment,0.0,1462.82,0,Legitimate Transaction,Low,0,2567.91,2025-02-13,-528.0
2025-02-14,642.05,Transfer,0.0,642.05,0,Legitimate Transaction,Low,0,1462.82,2025-01-22,552.0
2025-02-11,1886.05,Cash Withdrawal,0.0,1886.05,0,Legitimate Transaction,Low,0,642.05,2025-02-14,-72.0
2025-02-04,2082.84,POS Purchase,2082.84,0.0,0,Legitimate Transaction,Low,0,1886.05,2025-02-11,-168.0
2025-02-05,3098.48,Cash Withdrawal,3098.48,0.0,0,Legitimate Transaction,Low,0,2082.84,2025-02-04,24.0
2025-02-28,4112.53,Cash Withdrawal,0.0,4112.53,0,Legitimate Transaction,Low,0,3098.48,2025-02-05,552.0
2025-01-19,1028.72,POS Purchase,1028.72,0.0,0,Legitimate Transaction,Low,1,4112.53,2025-02-28,-960.0
2025-02-22,3392.12,Bill Payment,0.0,3392.12,0,Legitimate Transaction,Low,1,1028.72,2025-01-19,816.0
2025-03-22,3748.02,Transfer,3748.02,0.0,0,Legitimate Transaction,Low,1,3392.12,2025-02-22,672.0
2025-01-13,1464.49,Bill Payment,0.0,1464.49,0,Legitimate Transaction,Low,0,3748.02,2025-03-22,-1632.0
2025-03-10,1831.13,Transfer,0.0,1831.13,0,Legitimate Transaction,Low,0,1464.49,2025-01-13,1344.0
2025-03-18,3840.28,Cash Withdrawal,0.0,3840.28,0,Legitimate Transaction,Low,0,1831.13,2025-03-10,192.0
2025-01-31,1575.41,POS Purchase,0.0,1575.41,0,Legitimate Transaction,Low,0,3840.28,2025-03-18,-1104.0
2025-02-27,4518.11,Transfer,4518.11,0.0,0,Legitimate Transaction,Low,0,1575.41,2025-01-31,648.0
2025-01-16,2562.85,Bill Payment,2562.85,0.0,0,Legitimate Transaction,Low,0,4518.11,2025-02-27,-1008.0
2025-03-30,2475.32,POS Purchase,0.0,2475.32,1,Unusual Spending,Low,1,2562.85,2025-01-16,1752.0
2025-02-18,2821.18,Online Purchase,0.0,2821.18,0,Legitimate Transaction,Low,0,2475.32,2025-03-30,-960.0
2025-01-20,2131.04,POS Purchase,0.0,2131.04,0,Legitimate Transaction,Low,0,2821.18,2025-02-18,-696.0
2025-01-18,1775.25,POS Purchase,0.0,1775.25,0,Legitimate Transaction,Low,1,2131.04,2025-01-20,-48.0
2025-02-08,979.78,Online Purchase,979.78,0.0,1,Multiple Transactions,High,1,1775.25,2025-01-18,504.0
2025-01-07,2438.37,Transfer,0.0,2438.37,0,Legitimate Transaction,Low,0,979.78,2025-02-08,-768.0
2025-02-20,672.1,Online Purchase,672.1,0.0,0,Legitimate Transaction,Low,0,2438.37,2025-01-07,1056.0
2025-01-11,4166.63,Online Purchase,4166.63,0.0,0,Legitimate Transaction,Low,1,672.1,2025-02-20,-960.0
2025-03-27,3673.95,Cash Withdrawal,0.0,3673.95,0,Legitimate Transaction,Low,0,4166.63,2025-01-11,1800.0
2025-01-15,1390.11,Online Purchase,1390.11,0.0,0,Legitimate Transaction,Low,0,3673.95,2025-03-27,-1704.0
2025-02-13,548.61,Online Purchase,0.0,548.61,1,Location Mismatch,High,0,1390.11,2025-01-15,696.0
2025-03-27,4088.53,Online Purchase,4088.53,0.0,0,Legitimate Transaction,Low,0,548.61,2025-02-13,1008.0
2025-02-14,2782.99,Bill Payment,0.0,2782.99,0,Legitimate Transaction,Low,0,4088.53,2025-03-27,-984.0
2025-02-01,3954.2,Bill Payment,0.0,3954.2,0,Legitimate Transaction,Low,1,2782.99,2025-02-14,-312.0
2025-01-23,1435.15,Bill Payment,0.0,1435.15,0,Legitimate Transaction,Low,0,3954.2,2025-02-01,-216.0
2025-02-24,1218.78,Transfer,1218.78,0.0,0,Legitimate Transaction,Low,0,1435.15,2025-01-23,768.0
2025-03-02,385.29,Cash Withdrawal,0.0,385.29,1,Unusual Spending,Low,1,1218.78,2025-02-24,144.0
2025-01-26,1311.53,Cash Withdrawal,0.0,1311.53,0,Legitimate Transaction,Low,1,385.29,2025-03-02,-840.0
2025-01-10,3230.44,Bill Payment,0.0,3230.44,0,Legitimate Transaction,Low,0,1311.53,2025-01-26,-384.0
2025-02-06,2845.31,Bill Payment,0.0,2845.31,0,Legitimate Transaction,Low,0,3230.44,2025-01-10,648.0
2025-03-28,3537.84,Online Purchase,0.0,3537.84,0,Legitimate Transaction,Low,0,2845.31,2025-02-06,1200.0
2025-02-17,1058.68,POS Purchase,1058.68,0.0,0,Legitimate Transaction,Low,0,3537.84,2025-03-28,-936.0
2025-01-31,4376.38,Bill Payment,0.0,4376.38,0,Legitimate Transaction,Low,0,1058.68,2025-02-17,-408.0
2025-03-01,4168.26,POS Purchase,4168.26,0.0,0,Legitimate Transaction,Low,1,4376.38,2025-01-31,696.0
2025-01-05,1690.65,Cash Withdrawal,0.0,1690.65,0,Legitimate Transaction,Low,1,4168.26,2025-03-01,-1320.0
2025-01-16,3268.83,POS Purchase,0.0,3268.83,0,Legitimate Transaction,Low,0,1690.65,2025-01-05,264.0
2025-02-14,1128.23,Bill Payment,0.0,1128.23,0,Legitimate Transaction,Low,0,3268.83,2025-01-16,696.0
2025-01-26,1765.01,Cash Withdrawal,0.0,1765.01,0,Legitimate Transaction,Low,1,1128.23,2025-02-14,-456.0
2025-01-29,192.58,Cash Withdrawal,0.0,192.58,0,Legitimate Transaction,Low,0,1765.01,2025-01-26,72.0
2025-01-13,1567.6,Transfer,0.0,1567.6,0,Legitimate Transaction,Low,0,192.58,2025-01-29,-384.0
2025-01-15,2914.68,Cash Withdrawal,2914.68,0.0,0,Legitimate Transaction,Low,0,1567.6,2025-01-13,48.0
2025-03-27,1933.24,Bill Payment,1933.24,0.0,0,Legitimate Transaction,Low,0,2914.68,2025-01-15,1704.0
2025-02-04,2370.19,Cash Withdrawal,2370.19,0.0,0,Legitimate Transaction,Low,0,1933.24,2025-03-27,-1224.0
2025-03-29,485.66,Cash Withdrawal,0.0,485.66,0,Legitimate Transaction,Low,1,2370.19,2025-02-04,1272.0
2025-01-12,2905.84,Online Purchase,0.0,2905.84,0,Legitimate Transaction,Low,1,485.66,2025-03-29,-1824.0
2025-01-28,2164.36,POS Purchase,0.0,2164.36,0,Legitimate Transaction,Low,0,2905.84,2025-01-12,384.0
2025-03-24,3886.73,Transfer,0.0,3886.73,0,Legitimate Transaction,Low,0,2164.36,2025-01-28,1320.0
2025-02-25,4029.54,Bill Payment,4029.54,0.0,0,Legitimate Transaction,Low,0,3886.73,2025-03-24,-648.0
2025-03-31,3725.52,Cash Withdrawal,3725.52,0.0,1,Unusual Spending,High,0,4029.54,2025-02-25,816.0
2025-01-19,3871.72,Cash Withdrawal,3871.72,0.0,0,Legitimate Transaction,Low,1,3725.52,2025-03-31,-1704.0
2025-03-31,1538.25,Transfer,1538.25,0.0,0,Legitimate Transaction,Low,0,3871.72,2025-01-19,1704.0
2025-01-30,4708.86,POS Purchase,0.0,4708.86,0,Legitimate Transaction,Low,0,1538.25,2025-03-31,-1440.0
2025-01-23,4276.99,Cash Withdrawal,4276.99,0.0,0,Legitimate Transaction,Low,0,4708.86,2025-01-30,-168.0
2025-03-31,4729.53,Transfer,4729.53,0.0,0,Legitimate Transaction,Low,0,4276.99,2025-01-23,1608.0
2025-01-12,512.72,Cash Withdrawal,0.0,512.72,0,Legitimate Transaction,Low,1,4729.53,2025-03-31,-1872.0
2025-03-25,1619.55,POS Purchase,1619.55,0.0,0,Legitimate Transaction,Low,0,512.72,2025-01-12,1728.0
2025-01-13,3247.64,Cash Withdrawal,0.0,3247.64,0,Legitimate Transaction,Low,0,1619.55,2025-03-25,-1704.0
2025-01-11,1199.57,Online Purchase,0.0,1199.57,0,Legitimate Transaction,Low,1,3247.64,2025-01-13,-48.0
2025-03-17,2339.59,Bill Payment,2339.59,0.0,0,Legitimate Transaction,Low,0,1199.57,2025-01-11,1560.0
2025-03-15,3642.93,Cash Withdrawal,3642.93,0.0,0,Legitimate Transaction,Low,1,2339.59,2025-03-17,-48.0
2025-02-21,627.37,Transfer,0.0,627.37,0,Legitimate Transaction,Low,0,3642.93,2025-03-15,-528.0
2025-01-11,16.52,Transfer,0.0,16.52,0,Legitimate Transaction,Low,1,627.37,2025-02-21,-984.0
2025-03-26,3629.01,Cash Withdrawal,0.0,3629.01,0,Legitimate Transaction,Low,0,16.52,2025-01-11,1776.0
2025-02-14,828.17,Online Purchase,0.0,828.17,0,Legitimate Transaction,Low,0,3629.01,2025-03-26,-960.0
2025-02-04,3092.74,Online Purchase,0.0,3092.74,0,Legitimate Transaction,Low,0,828.17,2025-02-14,-240.0
2025-01-22,467.02,POS Purchase,0.0,467.02,0,Legitimate Transaction,Low,0,3092.74,2025-02-04,-312.0
2025-02-01,78.82,Bill Payment,78.82,0.0,0,Legitimate Transaction,Low,1,467.02,2025-01-22,240.0
2025-02-26,664.72,Online Purchase,0.0,664.72,0,Legitimate Transaction,Low,0,78.82,2025-02-01,600.0
2025-03-17,3377.65,Transfer,0.0,3377.65,0,Legitimate Transaction,Low,0,664.72,2025-02-26,456.0
2025-01-24,2641.65,Bill Payment,2641.65,0.0,0,Legitimate Transaction,Low,0,3377.65,2025-03-17,-1248.0
2025-02-17,187.83,Transfer,187.83,0.0,0,Legitimate Transaction,Low,0,2641.65,2025-01-24,576.0
2025-01-29,4717.52,Online Purchase,4717.52,0.0,0,Legitimate Transaction,Low,0,187.83,2025-02-17,-456.0
2025-03-03,833.32,Cash Withdrawal,833.32,0.0,0,Legitimate Transaction,Low,0,4717.52,2025-01-29,792.0
2025-02-27,4216.42,Online Purchase,0.0,4216.42,0,Legitimate Transaction,Low,0,833.32,2025-03-03,-96.0
2025-01-31,37.59,Online Purchase,0.0,37.59,0,Legitimate Transaction,Low,0,4216.42,2025-02-27,-648.0
2025-03-29,2909.09,Cash Withdrawal,2909.09,0.0,0,Legitimate Transaction,Low,1,37.59,2025-01-31,1368.0
2025-02-22,3525.1,POS Purchase,3525.1,0.0,0,Legitimate Transaction,Low,1,2909.09,2025-03-29,-840.0
2025-01-21,3291.64,Bill Payment,3291.64,0.0,0,Legitimate Transaction,Low,0,3525.1,2025-02-22,-768.0
2025-02-27,724.29,Transfer,724.29,0.0,0,Legitimate Transaction,Low,0,3291.64,2025-01-21,888.0
2025-01-08,857.26,Transfer,857.26,0.0,0,Legitimate Transaction,Low,0,724.29,2025-02-27,-1200.0
2025-01-24,4465.25,POS Purchase,4465.25,0.0,0,Legitimate Transaction,Low,0,857.26,2025-01-08,384.0
2025-03-26,336.16,Online Purchase,0.0,336.16,0,Legitimate Transaction,Low,0,4465.25,2025-01-24,1464.0
2025-03-25,1629.5,Bill Payment,1629.5,0.0,0,Legitimate Transaction,Low,0,336.16,2025-03-26,-24.0
2025-02-16,1487.58,POS Purchase,0.0,1487.58,0,Legitimate Transaction,Low,1,1629.5,2025-03-25,-888.0
2025-03-13,1210.84,POS Purchase,0.0,1210.84,0,Legitimate Transaction,Low,0,1487.58,2025-02-16,600.0
2025-01-24,4031.56,POS Purchase,0.0,4031.56,0,Legitimate Transaction,Low,0,1210.84,2025-03-13,-1152.0
2025-03-07,964.15,Online Purchase,0.0,964.15,0,Legitimate Transaction,Low,0,4031.56,2025-01-24,1008.0
2025-03-19,659.51,Transfer,0.0,659.51,0,Legitimate Transaction,Low,0,964.15,2025-03-07,288.0
2025-01-02,2464.8,POS Purchase,2464.8,0.0,0,Legitimate Transaction,Low,0,659.51,2025-03-19,-1824.0
2025-03-11,4102.86,POS Purchase,4102.86,0.0,0,Legitimate Transaction,Low,0,2464.8,2025-01-02,1632.0
2025-03-25,3232.53,Cash Withdrawal,0.0,3232.53,0,Legitimate Transaction,Low,0,4102.86,2025-03-11,336.0
2025-02-22,2673.48,POS Purchase,2673.48,0.0,0,Legitimate Transaction,Low,1,3232.53,2025-03-25,-744.0
2025-02-14,2371.17,Bill Payment,2371.17,0.0,0,Legitimate Transaction,Low,0,2673.48,2025-02-22,-192.0
2025-03-07,94.99,Bill Payment,94.99,0.0,0,Legitimate Transaction,Low,0,2371.17,2025-02-14,504.0
2025-03-15,4418.0,Online Purchase,4418.0,0.0,0,Legitimate Transaction,Low,1,94.99,2025-03-07,192.0
2025-01-08,2583.97,POS Purchase,2583.97,0.0,0,Legitimate Transaction,Low,0,4418.0,2025-03-15,-1584.0
2025-03-09,786.58,Bill Payment,0.0,786.58,0,Legitimate Transaction,Low,1,2583.97,2025-01-08,1440.0
2025-01-17,2336.18,Online Purchase,0.0,2336.18,0,Legitimate Transaction,Low,0,786.58,2025-03-09,-1224.0
2025-02-25,286.83,Cash Withdrawal,286.83,0.0,0,Legitimate Transaction,Low,0,2336.18,2025-01-17,936.0
2025-03-27,1218.49,Online Purchase,1218.49,0.0,0,Legitimate Transaction,Low,0,286.83,2025-02-25,720.0
2025-02-19,2679.19,Transfer,0.0,2679.19,0,Legitimate Transaction,Low,0,1218.49,2025-03-27,-864.0
2025-02-26,52.06,POS Purchase,52.06,0.0,0,Legitimate Transaction,Low,0,2679.19,2025-02-19,168.0
2025-02-07,2223.09,Cash Withdrawal,0.0,2223.09,0,Legitimate Transaction,Low,0,52.06,2025-02-26,-456.0
2025-02-14,2244.78,POS Purchase,0.0,2244.78,0,Legitimate Transaction,Low,0,2223.09,2025-02-07,168.0
2025-01-15,4683.72,Cash Withdrawal,4683.72,0.0,0,Legitimate Transaction,Low,0,2244.78,2025-02-14,-720.0
2025-03-06,511.03,Transfer,0.0,511.03,0,Legitimate Transaction,Low,0,4683.72,2025-01-15,1200.0
2025-02-01,3618.05,POS Purchase,0.0,3618.05,0,Legitimate Transaction,Low,1,511.03,2025-03-06,-792.0
2025-01-30,1176.44,Cash Withdrawal,1176.44,0.0,0,Legitimate Transaction,Low,0,3618.05,2025-02-01,-48.0
2025-02-12,3952.6,Online Purchase,0.0,3952.6,0,Legitimate Transaction,Low,0,1176.44,2025-01-30,312.0
2025-02-27,1061.91,Transfer,0.0,1061.91,0,Legitimate Transaction,Low,0,3952.6,2025-02-12,360.0
2025-03-28,4833.25,Online Purchase,4833.25,0.0,0,Legitimate Transaction,Low,0,1061.91,2025-02-27,696.0
2025-03-06,2169.62,Online Purchase,2169.62,0.0,0,Legitimate Transaction,Low,0,4833.25,2025-03-28,-528.0
2025-02-19,1903.66,Cash Withdrawal,0.0,1903.66,0,Legitimate Transaction,Low,0,2169.62,2025-03-06,-360.0
2025-02-16,3098.88,Online Purchase,3098.88,0.0,0,Legitimate Transaction,Low,1,1903.66,2025-02-19,-72.0
2025-02-11,1749.2,POS Purchase,0.0,1749.2,0,Legitimate Transaction,Low,0,3098.88,2025-02-16,-120.0
2025-03-26,128.21,Transfer,0.0,128.21,0,Legitimate Transaction,Low,0,1749.2,2025-02-11,1032.0
2025-03-01,329.34,Cash Withdrawal,329.34,0.0,0,Legitimate Transaction,Low,1,128.21,2025-03-26,-600.0
2025-03-05,1581.75,Transfer,1581.75,0.0,0,Legitimate Transaction,Low,0,329.34,2025-03-01,96.0
2025-01-20,1432.55,POS Purchase,0.0,1432.55,0,Legitimate Transaction,Low,0,1581.75,2025-03-05,-1056.0
